test_idx,degree,format,learning_rate,max_iter,cycles,hw_loss,golden_loss,max_abs_err_vs_golden,mean_abs_err_vs_golden,max_abs_err_vs_true,mean_abs_err_vs_true,true_0,golden_0,hw_0,abs_err_vs_golden_0,abs_err_vs_true_0,true_1,golden_1,hw_1,abs_err_vs_golden_1,abs_err_vs_true_1,true_2,golden_2,hw_2,abs_err_vs_golden_2,abs_err_vs_true_2,true_3,golden_3,hw_3,abs_err_vs_golden_3,abs_err_vs_true_3
155,3,FP16ALT,1.000000e-02,900,1974092,2.728849e-01,8.165022e-02,6.1674e-01,2.8137e-01,6.1162e-01,2.1956e-01,-1.89287388,-1.89798790,-1.28125000,6.1674e-01,6.1162e-01,-1.74390406,-1.89152955,-1.74218750,1.4934e-01,1.7166e-03,-0.77716738,-0.72989976,-1.03906250,3.0916e-01,2.6190e-01,-0.09286209,-0.03962273,-0.08984375,5.0221e-02,3.0183e-03
156,3,FP64,1.000000e-02,900,1974092,1.166576e-01,9.499787e-02,2.6436e-01,1.1360e-01,3.5113e-01,1.6715e-01,0.70952863,0.68486870,0.61470118,7.0168e-02,9.4827e-02,-0.78651816,-0.69974923,-0.43539052,2.6436e-01,3.5113e-01,-0.22479170,-0.17075473,-0.14553860,2.5216e-02,7.9253e-02,1.48482563,1.43610364,1.34144786,9.4656e-02,1.4338e-01
156,3,FP32,1.000000e-02,900,1974092,1.166577e-01,9.499787e-02,2.6436e-01,1.1360e-01,3.5113e-01,1.6715e-01,0.70952863,0.68486870,0.61470091,7.0168e-02,9.4828e-02,-0.78651816,-0.69974923,-0.43539008,2.6436e-01,3.5113e-01,-0.22479170,-0.17075473,-0.14553848,2.5216e-02,7.9253e-02,1.48482563,1.43610364,1.34144771,9.4656e-02,1.4338e-01
156,3,FP16,1.000000e-02,900,1974092,1.163347e-01,9.499787e-02,2.6396e-01,1.1124e-01,3.5073e-01,1.6479e-01,0.70952863,0.68486870,0.62109375,6.3775e-02,8.8435e-02,-0.78651816,-0.69974923,-0.43579102,2.6396e-01,3.5073e-01,-0.22479170,-0.17075473,-0.14880371,2.1951e-02,7.5988e-02,1.48482563,1.43610364,1.34082031,9.5283e-02,1.4401e-01
156,3,FP16ALT,1.000000e-02,900,1974092,5.005218e-01,9.499787e-02,1.0923e+00,5.2363e-01,1.1791e+00,5.7717e-01,0.70952863,0.68486870,0.25000000,4.3487e-01,4.5953e-01,-0.78651816,-0.69974923,0.39257812,1.0923e+00,1.1791e+00,-0.22479170,-0.17075473,-0.03173828,1.3902e-01,1.9305e-01,1.48482563,1.43610364,1.00781250,4.2829e-01,4.7701e-01
157,3,FP64,1.000000e-02,900,1974092,1.188738e-01,1.043056e-01,2.9971e-01,1.0825e-01,3.5527e-01,1.4434e-01,-2.77990078,-2.75101647,-2.74782879,3.1877e-03,3.2072e-02,-1.48537833,-1.54094327,-1.84065144,2.9971e-01,3.5527e-01,1.28009752,1.22593111,1.24184920,1.5918e-02,3.8248e-02,2.37124103,2.40883267,2.52302174,1.1419e-01,1.5178e-01
157,3,FP32,1.000000e-02,900,1974092,1.188738e-01,1.043056e-01,2.9971e-01,1.0825e-01,3.5527e-01,1.4434e-01,-2.77990078,-2.75101647,-2.74782944,3.1870e-03,3.2071e-02,-1.48537833,-1.54094327,-1.84065068,2.9971e-01,3.5527e-01,1.28009752,1.22593111,1.24184954,1.5918e-02,3.8248e-02,2.37124103,2.40883267,2.52302170,1.1419e-01,1.5178e-01
157,3,FP16,1.000000e-02,900,1974092,1.424132e-01,1.043056e-01,3.8484e-01,1.8941e-01,4.4040e-01,2.3346e-01,-2.77990078,-2.75101647,-2.57812500,1.7289e-01,2.0178e-01,-1.48537833,-1.54094327,-1.92578125,3.8484e-01,4.4040e-01,1.28009752,1.22593111,1.16796875,5.7962e-02,1.1213e-01,2.37124103,2.40883267,2.55078125,1.4195e-01,1.7954e-01
157,3,FP16ALT,1.000000e-02,900,1974092,3.854728e-01,1.043056e-01,7.5102e-01,3.0590e-01,7.7990e-01,3.0337e-01,-2.77990078,-2.75101647,-2.00000000,7.5102e-01,7.7990e-01,-1.48537833,-1.54094327,-1.47656250,6.4381e-02,8.8158e-03,1.28009752,1.22593111,0.88281250,3.4312e-01,3.9729e-01,2.37124103,2.40883267,2.34375000,6.5083e-02,2.7491e-02
158,3,FP64,1.000000e-02,900,1974092,1.286538e-01,1.002569e-01,2.4241e-01,1.1335e-01,3.4153e-01,1.2084e-01,0.07006465,0.16918203,0.41159408,2.4241e-01,3.4153e-01,0.19268091,0.26464486,0.18800999,7.6635e-02,4.6709e-03,-2.35696793,-2.38016182,-2.47949291,9.9331e-02,1.2252e-01,-0.31552580,-0.33590685,-0.30088331,3.5024e-02,1.4642e-02
158,3,FP32,1.000000e-02,900,1974092,1.286538e-01,1.002569e-01,2.4241e-01,1.1335e-01,3.4153e-01,1.2084e-01,0.07006465,0.16918203,0.41159439,2.4241e-01,3.4153e-01,0.19268091,0.26464486,0.18801004,7.6635e-02,4.6709e-03,-2.35696793,-2.38016182,-2.47949314,9.9331e-02,1.2253e-01,-0.31552580,-0.33590685,-0.30088332,3.5024e-02,1.4642e-02
158,3,FP16,1.000000e-02,900,1974092,1.153488e-01,1.002569e-01,1.6944e-01,8.2809e-02,2.6856e-01,9.0301e-02,0.07006465,0.16918203,0.33862305,1.6944e-01,2.6856e-01,0.19268091,0.26464486,0.19238281,7.2262e-02,2.9810e-04,-2.35696793,-2.38016182,-2.43750000,5.7338e-02,8.0532e-02,-0.31552580,-0.33590685,-0.30371094,3.2196e-02,1.1815e-02
158,3,FP16ALT,1.000000e-02,900,1974092,2.446839e-01,1.002569e-01,4.5239e-01,2.1863e-01,3.5327e-01,1.6496e-01,0.07006465,0.16918203,-0.28320312,4.5239e-01,3.5327e-01,0.19268091,0.26464486,0.17968750,8.4957e-02,1.2993e-02,-2.35696793,-2.38016182,-2.07812500,3.0204e-01,2.7884e-01,-0.31552580,-0.33590685,-0.30078125,3.5126e-02,1.4745e-02
159,3,FP64,1.000000e-02,900,1974092,8.536552e-02,6.260643e-02,2.2357e-01,1.2322e-01,2.0914e-01,1.0573e-01,0.19570360,0.21085334,0.07704283,1.3381e-01,1.1866e-01,-1.54517698,-1.55959915,-1.33603365,2.2357e-01,2.0914e-01,-1.38454061,-1.40182554,-1.34705618,5.4769e-02,3.7484e-02,-0.73629502,-0.71321184,-0.79393556,8.0724e-02,5.7641e-02
159,3,FP32,1.000000e-02,900,1974092,8.536537e-02,6.260643e-02,2.2356e-01,1.2322e-01,2.0914e-01,1.0573e-01,0.19570360,0.21085334,0.07704317,1.3381e-01,1.1866e-01,-1.54517698,-1.55959915,-1.33603454,2.2356e-01,2.0914e-01,-1.38454061,-1.40182554,-1.34705639,5.4769e-02,3.7484e-02,-0.73629502,-0.71321184,-0.79393524,8.0723e-02,5.7640e-02
159,3,FP16,1.000000e-02,900,1974092,8.848404e-02,6.260643e-02,2.2073e-01,1.3250e-01,2.0631e-01,1.1502e-01,0.19570360,0.21085334,0.05307007,1.5778e-01,1.4263e-01,-1.54517698,-1.55959915,-1.33886719,2.2073e-01,2.0631e-01,-1.38454061,-1.40182554,-1.33105469,7.0771e-02,5.3486e-02,-0.73629502,-0.71321184,-0.79394531,8.0733e-02,5.7650e-02
159,3,FP16ALT,1.000000e-02,900,1974092,3.881192e-01,6.260643e-02,6.7570e-01,4.7316e-01,6.6055e-01,4.5568e-01,0.19570360,0.21085334,-0.46484375,6.7570e-01,6.6055e-01,-1.54517698,-1.55959915,-0.90625000,6.5335e-01,6.3893e-01,-1.38454061,-1.40182554,-1.09375000,3.0808e-01,2.9079e-01,-0.73629502,-0.71321184,-0.96875000,2.5554e-01,2.3245e-01
160,3,FP64,1.000000e-02,900,1974092,7.736809e-02,6.546520e-02,2.4679e-01,8.7720e-02,2.2381e-01,7.7136e-02,-2.87957281,-2.85438364,-2.87481402,2.0430e-02,4.7588e-03,-1.06752501,-1.04455063,-1.29133822,2.4679e-01,2.2381e-01,-1.73131196,-1.71739072,-1.71353403,3.8567e-03,1.7778e-02,-1.03501589,-1.05262651,-0.97281997,7.9807e-02,6.2196e-02
160,3,FP32,1.000000e-02,900,1974092,7.736799e-02,6.546520e-02,2.4679e-01,8.7720e-02,2.2381e-01,7.7136e-02,-2.87957281,-2.85438364,-2.87481427,2.0431e-02,4.7585e-03,-1.06752501,-1.04455063,-1.29133713,2.4679e-01,2.2381e-01,-1.73131196,-1.71739072,-1.71353400,3.8567e-03,1.7778e-02,-1.03501589,-1.05262651,-0.97282040,7.9806e-02,6.2195e-02
160,3,FP16,1.000000e-02,900,1974092,9.908910e-02,6.546520e-02,3.6072e-01,1.6713e-01,3.3775e-01,1.5980e-01,-2.87957281,-2.85438364,-2.72656250,1.2782e-01,1.5301e-01,-1.06752501,-1.04455063,-1.40527344,3.6072e-01,3.3775e-01,-1.73131196,-1.71739072,-1.77441406,5.7023e-02,4.3102e-02,-1.03501589,-1.05262651,-0.92968750,1.2294e-01,1.0533e-01
160,3,FP16ALT,1.000000e-02,900,1974092,6.562799e-01,6.546520e-02,9.4813e-01,6.5345e-01,9.7332e-01,6.4613e-01,-2.87957281,-2.85438364,-1.90625000,9.4813e-01,9.7332e-01,-1.06752501,-1.04455063,-1.96875000,9.2420e-01,9.0122e-01,-1.73131196,-1.71739072,-2.12500000,4.0761e-01,3.9369e-01,-1.03501589,-1.05262651,-0.71875000,3.3388e-01,3.1627e-01
161,3,FP64,1.000000e-02,900,1974092,5.500821e-01,1.033168e-01,1.0413e+00,5.5166e-01,1.0490e+00,5.9792e-01,-2.28142721,-2.16369622,-1.59321279,5.7048e-01,6.8821e-01,2.34316368,2.33549224,1.29418253,1.0413e+00,1.0490e+00,0.56155472,0.50782079,0.31925370,1.8857e-01,2.4230e-01,1.07461391,1.08054448,1.48681468,4.0627e-01,4.1220e-01
161,3,FP32,1.000000e-02,900,1974092,5.500834e-01,1.033168e-01,1.0413e+00,5.5166e-01,1.0490e+00,5.9793e-01,-2.28142721,-2.16369622,-1.59321201,5.7048e-01,6.8822e-01,2.34316368,2.33549224,1.29418099,1.0413e+00,1.0490e+00,0.56155472,0.50782079,0.31925341,1.8857e-01,2.4230e-01,1.07461391,1.08054448,1.48681533,4.0627e-01,4.1220e-01
161,3,FP16,1.000000e-02,900,1974092,5.706396e-01,1.033168e-01,1.0591e+00,5.6383e-01,1.0668e+00,6.1010e-01,-2.28142721,-2.16369622,-1.57617188,5.8752e-01,7.0526e-01,2.34316368,2.33549224,1.27636719,1.0591e+00,1.0668e+00,0.56155472,0.50782079,0.31372070,1.9410e-01,2.4783e-01,1.07461391,1.08054448,1.49511719,4.1457e-01,4.2050e-01
161,3,FP16ALT,1.000000e-02,900,1974092,1.618549e+00,1.033168e-01,1.8746e+00,1.0380e+00,1.8822e+00,1.0843e+00,-2.28142721,-2.16369622,-1.00000000,1.1637e+00,1.2814e+00,2.34316368,2.33549224,0.46093750,1.8746e+00,1.8822e+00,0.56155472,0.50782079,0.11035156,3.9747e-01,4.5120e-01,1.07461391,1.08054448,1.79687500,7.1633e-01,7.2226e-01
162,3,FP64,1.000000e-02,900,1974092,9.150306e-02,7.322594e-02,2.8331e-01,1.0786e-01,3.7985e-01,1.3952e-01,1.73502743,1.67283102,1.70814085,3.5310e-02,2.6887e-02,-0.00934681,0.08719114,0.37050493,2.8331e-01,3.7985e-01,-2.47847827,-2.47969781,-2.49626718,1.6569e-02,1.7789e-02,0.22263925,0.18530543,0.08907318,9.6232e-02,1.3357e-01
162,3,FP32,1.000000e-02,900,1974092,9.150314e-02,7.322594e-02,2.8331e-01,1.0786e-01,3.7985e-01,1.3952e-01,1.73502743,1.67283102,1.70814073,3.5310e-02,2.6887e-02,-0.00934681,0.08719114,0.37050560,2.8331e-01,3.7985e-01,-2.47847827,-2.47969781,-2.49626732,1.6570e-02,1.7789e-02,0.22263925,0.18530543,0.08907294,9.6232e-02,1.3357e-01
162,3,FP16,1.000000e-02,900,1974092,9.384743e-02,7.322594e-02,2.9416e-01,1.1761e-01,3.9069e-01,1.6632e-01,1.73502743,1.67283102,1.62597656,4.6854e-02,1.0905e-01,-0.00934681,0.08719114,0.38134766,2.9416e-01,3.9069e-01,-2.47847827,-2.47969781,-2.45117188,2.8526e-02,2.7306e-02,0.22263925,0.18530543,0.08441162,1.0089e-01,1.3823e-01
162,3,FP16ALT,1.000000e-02,900,1974092,6.211079e-01,7.322594e-02,9.4627e-01,5.9452e-01,1.0085e+00,6.4323e-01,1.73502743,1.67283102,0.72656250,9.4627e-01,1.0085e+00,-0.00934681,0.08719114,0.78125000,6.9406e-01,7.9060e-01,-2.47847827,-2.47969781,-2.00000000,4.7970e-01,4.7848e-01,0.22263925,0.18530543,-0.07275391,2.5806e-01,2.9539e-01
163,3,FP64,1.000000e-02,900,1974092,1.059773e-01,7.116624e-02,2.5930e-01,1.4390e-01,2.2420e-01,1.4849e-01,0.52104671,0.56845315,0.72827228,1.5982e-01,2.0723e-01,1.47263685,1.50773020,1.24843413,2.5930e-01,2.2420e-01,-0.41004272,-0.41755488,-0.47383125,5.6276e-02,6.3789e-02,-2.23451818,-2.23599945,-2.13579407,1.0021e-01,9.8724e-02
163,3,FP32,1.000000e-02,900,1974092,1.059772e-01,7.116624e-02,2.5930e-01,1.4390e-01,2.2420e-01,1.4849e-01,0.52104671,0.56845315,0.72827220,1.5982e-01,2.0723e-01,1.47263685,1.50773020,1.24843454,2.5930e-01,2.2420e-01,-0.41004272,-0.41755488,-0.47383136,5.6276e-02,6.3789e-02,-2.23451818,-2.23599945,-2.13579440,1.0021e-01,9.8724e-02
163,3,FP16,1.000000e-02,900,1974092,1.595723e-01,7.116624e-02,4.6086e-01,2.3246e-01,4.2576e-01,2.3705e-01,0.52104671,0.56845315,0.78710938,2.1866e-01,2.6606e-01,1.47263685,1.50773020,1.04687500,4.6086e-01,4.2576e-01,-0.41004272,-0.41755488,-0.48657227,6.9017e-02,7.6530e-02,-2.23451818,-2.23599945,-2.05468750,1.8131e-01,1.7983e-01
163,3,FP16ALT,1.000000e-02,900,1974092,3.575246e-01,7.116624e-02,9.4523e-01,3.6912e-01,9.1014e-01,3.7370e-01,0.52104671,0.56845315,0.71093750,1.4248e-01,1.8989e-01,1.47263685,1.50773020,0.56250000,9.4523e-01,9.1014e-01,-0.41004272,-0.41755488,-0.42187500,4.3201e-03,1.1832e-02,-2.23451818,-2.23599945,-1.85156250,3.8444e-01,3.8296e-01
164,3,FP64,1.000000e-02,900,1974092,7.938221e-02,7.412222e-02,7.6548e-02,3.4458e-02,6.9518e-02,3.0903e-02,-1.29734457,-1.29031493,-1.36686252,7.6548e-02,6.9518e-02,-0.82150622,-0.87895269,-0.85559249,2.3360e-02,3.4086e-02,0.87550345,0.87338314,0.89060500,1.7222e-02,1.5102e-02,0.42466983,0.45028030,0.42957602,2.0704e-02,4.9062e-03
164,3,FP32,1.000000e-02,900,1974092,7.938224e-02,7.412222e-02,7.6548e-02,3.4459e-02,6.9518e-02,3.0903e-02,-1.29734457,-1.29031493,-1.36686289,7.6548e-02,6.9518e-02,-0.82150622,-0.87895269,-0.85559213,2.3361e-02,3.4086e-02,0.87550345,0.87338314,0.89060515,1.7222e-02,1.5102e-02,0.42466983,0.45028030,0.42957589,2.0704e-02,4.9061e-03
164,3,FP16,1.000000e-02,900,1974092,7.914909e-02,7.412222e-02,1.5425e-01,6.7564e-02,2.1170e-01,9.0616e-02,-1.29734457,-1.29031493,-1.24804688,4.2268e-02,4.9298e-02,-0.82150622,-0.87895269,-1.03320312,1.5425e-01,2.1170e-01,0.87550345,0.87338314,0.84619141,2.7192e-02,2.9312e-02,0.42466983,0.45028030,0.49682617,4.6546e-02,7.2156e-02
164,3,FP16ALT,1.000000e-02,900,1974092,1.334871e-01,7.412222e-02,3.3719e-01,1.3688e-01,3.4422e-01,1.5745e-01,-1.29734457,-1.29031493,-0.95312500,3.3719e-01,3.4422e-01,-0.82150622,-0.87895269,-0.90625000,2.7297e-02,8.4744e-02,0.87550345,0.87338314,0.69531250,1.7807e-01,1.8019e-01,0.42466983,0.45028030,0.44531250,4.9678e-03,2.0643e-02
165,3,FP64,1.000000e-02,900,1974092,2.197511e-01,7.871103e-02,6.4636e-01,2.8204e-01,7.1747e-01,3.3749e-01,-0.86341964,-0.79510500,-0.60873071,1.8637e-01,2.5469e-01,2.91909149,2.84797656,2.20162078,6.4636e-01,7.1747e-01,0.63464892,0.58648888,0.53331778,5.3171e-02,1.0133e-01,-1.57663925,-1.54242393,-1.30017568,2.4225e-01,2.7646e-01
165,3,FP32,1.000000e-02,900,1974092,2.197510e-01,7.871103e-02,6.4636e-01,2.8204e-01,7.1747e-01,3.3749e-01,-0.86341964,-0.79510500,-0.60873109,1.8637e-01,2.5469e-01,2.91909149,2.84797656,2.20162106,6.4636e-01,7.1747e-01,0.63464892,0.58648888,0.53331792,5.3171e-02,1.0133e-01,-1.57663925,-1.54242393,-1.30017579,2.4225e-01,2.7646e-01
165,3,FP16,1.000000e-02,900,1974092,1.983328e-01,7.871103e-02,5.7845e-01,2.6197e-01,6.4956e-01,3.1742e-01,-0.86341964,-0.79510500,-0.60205078,1.9305e-01,2.6137e-01,2.91909149,2.84797656,2.26953125,5.7845e-01,6.4956e-01,0.63464892,0.58648888,0.52734375,5.9145e-02,1.0731e-01,-1.57663925,-1.54242393,-1.32519531,2.1723e-01,2.5144e-01
165,3,FP16ALT,1.000000e-02,900,1974092,1.186225e+00,7.871103e-02,1.8480e+00,8.5731e-01,1.9191e+00,9.1276e-01,-0.86341964,-0.79510500,-0.13183594,6.6327e-01,7.3158e-01,2.91909149,2.84797656,1.00000000,1.8480e+00,1.9191e+00,0.63464892,0.58648888,0.37500000,2.1149e-01,2.5965e-01,-1.57663925,-1.54242393,-0.83593750,7.0649e-01,7.4070e-01
166,3,FP64,1.000000e-02,900,1974092,1.091186e-01,9.784422e-02,1.8647e-01,1.0566e-01,1.2191e-01,6.4064e-02,-2.38930516,-2.39311066,-2.51121880,1.1811e-01,1.2191e-01,-2.08284516,-1.94309220,-2.12955752,1.8647e-01,4.6712e-02,-1.52425363,-1.52683473,-1.47216082,5.4674e-02,5.2093e-02,-2.03591176,-2.06377279,-2.00037567,6.3397e-02,3.5536e-02
166,3,FP32,1.000000e-02,900,1974092,1.091187e-01,9.784422e-02,1.8647e-01,1.0566e-01,1.2191e-01,6.4065e-02,-2.38930516,-2.39311066,-2.51121831,1.1811e-01,1.2191e-01,-2.08284516,-1.94309220,-2.12956023,1.8647e-01,4.6715e-02,-1.52425363,-1.52683473,-1.47216094,5.4674e-02,5.2093e-02,-2.03591176,-2.06377279,-2.00037456,6.3398e-02,3.5537e-02
166,3,FP16,1.000000e-02,900,1974092,1.866507e-01,9.784422e-02,6.1355e-01,2.5846e-01,4.7380e-01,2.1625e-01,-2.38930516,-2.39311066,-2.24218750,1.5092e-01,1.4712e-01,-2.08284516,-1.94309220,-2.55664062,6.1355e-01,4.7380e-01,-1.52425363,-1.52683473,-1.57226562,4.5431e-02,4.8012e-02,-2.03591176,-2.06377279,-1.83984375,2.2393e-01,1.9607e-01
166,3,FP16ALT,1.000000e-02,900,1974092,3.433972e-01,9.784422e-02,7.0561e-01,3.5611e-01,7.0181e-01,3.1390e-01,-2.38930516,-2.39311066,-1.68750000,7.0561e-01,7.0181e-01,-2.08284516,-1.94309220,-2.23437500,2.9128e-01,1.5153e-01,-1.52425363,-1.52683473,-1.85937500,3.3254e-01,3.3512e-01,-2.03591176,-2.06377279,-1.96875000,9.5023e-02,6.7162e-02
167,3,FP64,1.000000e-02,900,1974092,1.070633e-01,9.589735e-02,1.3676e-01,6.4628e-02,1.9293e-01,7.7286e-02,-1.88059786,-1.82858660,-1.88386568,5.5279e-02,3.2678e-03,-1.28942899,-1.23326188,-1.09650168,1.3676e-01,1.9293e-01,-1.95975843,-1.99829384,-1.99074226,7.5516e-03,3.0984e-02,2.38059255,2.35755146,2.29862932,5.8922e-02,8.1963e-02
167,3,FP32,1.000000e-02,900,1974092,1.070633e-01,9.589735e-02,1.3676e-01,6.4628e-02,1.9293e-01,7.7285e-02,-1.88059786,-1.82858660,-1.88386619,5.5280e-02,3.2683e-03,-1.28942899,-1.23326188,-1.09650218,1.3676e-01,1.9293e-01,-1.95975843,-1.99829384,-1.99074185,7.5520e-03,3.0983e-02,2.38059255,2.35755146,2.29862952,5.8922e-02,8.1963e-02
167,3,FP16,1.000000e-02,900,1974092,1.234105e-01,9.589735e-02,2.4254e-01,9.4901e-02,2.9871e-01,1.3734e-01,-1.88059786,-1.82858660,-1.82812500,4.6160e-04,5.2473e-02,-1.28942899,-1.23326188,-0.99072266,2.4254e-01,2.9871e-01,-1.95975843,-1.99829384,-2.03125000,3.2956e-02,7.1492e-02,2.38059255,2.35755146,2.25390625,1.0365e-01,1.2669e-01
167,3,FP16ALT,1.000000e-02,900,1974092,2.238361e-01,9.589735e-02,5.1842e-01,1.9414e-01,5.7459e-01,2.3658e-01,-1.88059786,-1.82858660,-1.82031250,8.2741e-03,6.0285e-02,-1.28942899,-1.23326188,-0.71484375,5.1842e-01,5.7459e-01,-1.95975843,-1.99829384,-2.00000000,1.7062e-03,4.0242e-02,2.38059255,2.35755146,2.10937500,2.4818e-01,2.7122e-01
168,3,FP64,1.000000e-02,900,1974092,1.741859e-01,6.655475e-02,5.4543e-01,2.8077e-01,5.4911e-01,2.8978e-01,-2.51859753,-2.48560250,-2.20866369,2.7694e-01,3.0993e-01,0.14706834,0.14339486,-0.40203941,5.4543e-01,5.4911e-01,-0.53761904,-0.53751234,-0.62294261,8.5430e-02,8.5324e-02,2.89427170,2.89373316,3.10901187,2.1528e-01,2.1474e-01
168,3,FP32,1.000000e-02,900,1974092,1.741863e-01,6.655475e-02,5.4544e-01,2.8077e-01,5.4911e-01,2.8978e-01,-2.51859753,-2.48560250,-2.20866299,2.7694e-01,3.0993e-01,0.14706834,0.14339486,-0.40204039,5.4544e-01,5.4911e-01,-0.53761904,-0.53751234,-0.62294281,8.5430e-02,8.5324e-02,2.89427170,2.89373316,3.10901213,2.1528e-01,2.1474e-01
168,3,FP16,1.000000e-02,900,1974092,2.607695e-01,6.655475e-02,6.7416e-01,3.8208e-01,6.7783e-01,3.9109e-01,-2.51859753,-2.48560250,-2.04296875,4.4263e-01,4.7563e-01,0.14706834,0.14339486,-0.53076172,6.7416e-01,6.7783e-01,-0.53761904,-0.53751234,-0.69042969,1.5292e-01,1.5281e-01,2.89427170,2.89373316,3.15234375,2.5861e-01,2.5807e-01
168,3,FP16ALT,1.000000e-02,900,1974092,3.311107e-01,6.655475e-02,7.1998e-01,3.7756e-01,7.5297e-01,3.8657e-01,-2.51859753,-2.48560250,-1.76562500,7.1998e-01,7.5297e-01,0.14706834,0.14339486,-0.23046875,3.7386e-01,3.7754e-01,-0.53761904,-0.53751234,-0.84765625,3.1014e-01,3.1004e-01,2.89427170,2.89373316,3.00000000,1.0627e-01,1.0573e-01
169,3,FP64,1.000000e-02,900,1974092,1.220347e-01,6.739083e-02,4.3764e-01,2.1279e-01,3.6345e-01,1.7111e-01,-2.32776659,-2.36145253,-2.17612367,1.8533e-01,1.5164e-01,-0.61286641,-0.53867898,-0.97631634,4.3764e-01,3.6345e-01,2.81682260,2.84450223,2.77955031,6.4952e-02,3.7272e-02,2.19304276,2.16189113,2.32513038,1.6324e-01,1.3209e-01
169,3,FP32,1.000000e-02,900,1974092,1.220348e-01,6.739083e-02,4.3764e-01,2.1279e-01,3.6345e-01,1.7111e-01,-2.32776659,-2.36145253,-2.17612290,1.8533e-01,1.5164e-01,-0.61286641,-0.53867898,-0.97631657,4.3764e-01,3.6345e-01,2.81682260,2.84450223,2.77955008,6.4952e-02,3.7273e-02,2.19304276,2.16189113,2.32513046,1.6324e-01,1.3209e-01
169,3,FP16,1.000000e-02,900,1974092,2.136592e-01,6.739083e-02,6.3320e-01,3.4363e-01,5.5901e-01,3.0196e-01,-2.32776659,-2.36145253,-2.00000000,3.6145e-01,3.2777e-01,-0.61286641,-0.53867898,-1.17187500,6.3320e-01,5.5901e-01,2.81682260,2.84450223,2.70507812,1.3942e-01,1.1174e-01,2.19304276,2.16189113,2.40234375,2.4045e-01,2.0930e-01
169,3,FP16ALT,1.000000e-02,900,1974092,6.953638e-01,6.739083e-02,1.1036e+00,4.4167e-01,1.0700e+00,4.2122e-01,-2.32776659,-2.36145253,-1.25781250,1.1036e+00,1.0700e+00,-0.61286641,-0.53867898,-0.60156250,6.2884e-02,1.1304e-02,2.81682260,2.84450223,2.26562500,5.7888e-01,5.5120e-01,2.19304276,2.16189113,2.14062500,2.1266e-02,5.2418e-02
170,3,FP64,1.000000e-02,900,1974092,1.788858e-01,5.762479e-02,6.5715e-01,2.6418e-01,6.0754e-01,2.1888e-01,1.90243243,2.03994412,1.91418379,1.2576e-01,1.1751e-02,-1.45258304,-1.50219404,-0.84503946,6.5715e-01,6.0754e-01,-1.97467448,-2.03044741,-1.99630722,3.4140e-02,2.1633e-02,1.01185932,1.01694599,0.77726794,2.3968e-01,2.3459e-01
170,3,FP32,1.000000e-02,900,1974092,1.788858e-01,5.762479e-02,6.5715e-01,2.6418e-01,6.0754e-01,2.1888e-01,1.90243243,2.03994412,1.91418350,1.2576e-01,1.1751e-02,-1.45258304,-1.50219404,-0.84503955,6.5715e-01,6.0754e-01,-1.97467448,-2.03044741,-1.99630702,3.4140e-02,2.1633e-02,1.01185932,1.01694599,0.77726799,2.3968e-01,2.3459e-01
170,3,FP16,1.000000e-02,900,1974092,1.837076e-01,5.762479e-02,6.6919e-01,2.7165e-01,6.1958e-01,2.2032e-01,1.90243243,2.03994412,1.90820312,1.3174e-01,5.7707e-03,-1.45258304,-1.50219404,-0.83300781,6.6919e-01,6.1958e-01,-1.97467448,-2.03044741,-1.99023438,4.0213e-02,1.5560e-02,1.01185932,1.01694599,0.77148438,2.4546e-01,2.4037e-01
170,3,FP16ALT,1.000000e-02,900,1974092,1.228842e+00,5.762479e-02,1.6555e+00,9.3327e-01,1.6059e+00,8.7128e-01,1.90243243,2.03994412,1.00000000,1.0399e+00,9.0243e-01,-1.45258304,-1.50219404,0.15332031,1.6555e+00,1.6059e+00,-1.97467448,-2.03044741,-1.61718750,4.1326e-01,3.5749e-01,1.01185932,1.01694599,0.39257812,6.2437e-01,6.1928e-01
171,3,FP64,1.000000e-02,900,1974092,1.237208e-01,1.159364e-01,1.8003e-01,8.2317e-02,1.8983e-01,7.2562e-02,2.57625593,2.55553054,2.62428407,6.8754e-02,4.8028e-02,0.34057736,0.35037907,0.53040442,1.8003e-01,1.8983e-01,0.42967614,0.45927721,0.43476047,2.4517e-02,5.0843e-03,-1.32012544,-1.31146101,-1.36743539,5.5974e-02,4.7310e-02
171,3,FP32,1.000000e-02,900,1974092,1.237209e-01,1.159364e-01,1.8002e-01,8.2318e-02,1.8983e-01,7.2562e-02,2.57625593,2.55553054,2.62428570,6.8755e-02,4.8030e-02,0.34057736,0.35037907,0.53040367,1.8002e-01,1.8983e-01,0.42967614,0.45927721,0.43476003,2.4517e-02,5.0839e-03,-1.32012544,-1.31146101,-1.36743510,5.5974e-02,4.7310e-02
171,3,FP16,1.000000e-02,900,1974092,1.429843e-01,1.159364e-01,3.4786e-01,1.4559e-01,3.5766e-01,1.5846e-01,2.57625593,2.55553054,2.47265625,8.2874e-02,1.0360e-01,0.34057736,0.35037907,0.69824219,3.4786e-01,3.5766e-01,0.42967614,0.45927721,0.48974609,3.0469e-02,6.0070e-02,-1.32012544,-1.31146101,-1.43261719,1.2116e-01,1.1249e-01
