test_idx,degree,format,learning_rate,max_iter,cycles,hw_loss,golden_loss,max_abs_err_vs_golden,mean_abs_err_vs_golden,max_abs_err_vs_true,mean_abs_err_vs_true,true_0,golden_0,hw_0,abs_err_vs_golden_0,abs_err_vs_true_0,true_1,golden_1,hw_1,abs_err_vs_golden_1,abs_err_vs_true_1,true_2,golden_2,hw_2,abs_err_vs_golden_2,abs_err_vs_true_2,true_3,golden_3,hw_3,abs_err_vs_golden_3,abs_err_vs_true_3,true_4,golden_4,hw_4,abs_err_vs_golden_4,abs_err_vs_true_4,true_5,golden_5,hw_5,abs_err_vs_golden_5,abs_err_vs_true_5,true_6,golden_6,hw_6,abs_err_vs_golden_6,abs_err_vs_true_6
28,3,FP64,1.000000e-02,900,1974092,7.554835e-02,6.539379e-02,1.3343e-01,5.8636e-02,1.2786e-01,8.3763e-02,0.65738600,0.65182177,0.78524856,1.3343e-01,1.2786e-01,0.01607414,-0.07763225,-0.11101877,3.3387e-02,1.2709e-01,-2.69112749,-2.67493346,-2.71853712,4.3604e-02,2.7410e-02,-1.32812121,-1.29956287,-1.27543607,2.4127e-02,5.2685e-02,,,,,,,,,,,,,,,
28,3,FP32,1.000000e-02,900,1974092,7.554834e-02,6.539379e-02,1.3343e-01,5.8636e-02,1.2786e-01,8.3762e-02,0.65738600,0.65182177,0.78524840,1.3343e-01,1.2786e-01,0.01607414,-0.07763225,-0.11101846,3.3386e-02,1.2709e-01,-2.69112749,-2.67493346,-2.71853685,4.3603e-02,2.7409e-02,-1.32812121,-1.29956287,-1.27543616,2.4127e-02,5.2685e-02,,,,,,,,,,,,,,,
28,3,FP16,1.000000e-02,900,1974092,6.825928e-02,6.539379e-02,3.9584e-02,1.3575e-02,9.1575e-02,4.5732e-02,0.65738600,0.65182177,0.69140625,3.9584e-02,3.4020e-02,0.01607414,-0.07763225,-0.07550049,2.1318e-03,9.1575e-02,-2.69112749,-2.67493346,-2.66992188,5.0116e-03,2.1206e-02,-1.32812121,-1.29956287,-1.29199219,7.5707e-03,3.6129e-02,,,,,,,,,,,,,,,
28,3,FP16ALT,1.000000e-02,900,1974092,2.591816e-01,6.539379e-02,4.6725e-01,2.7511e-01,4.7282e-01,3.1112e-01,0.65738600,0.65182177,0.18457031,4.6725e-01,4.7282e-01,0.01607414,-0.07763225,-0.27539062,1.9776e-01,2.9146e-01,-2.69112749,-2.67493346,-2.34375000,3.3118e-01,3.4738e-01,-1.32812121,-1.29956287,-1.19531250,1.0425e-01,1.3281e-01,,,,,,,,,,,,,,,
30,5,FP64,6.250000e-04,10000,47984799,2.271412e+04,8.422116e-02,2.0070e+02,9.7695e+01,2.0029e+02,9.7357e+01,-0.06328344,-0.31524676,69.34814471,6.9663e+01,6.9411e+01,2.91390272,2.26808252,46.75196259,4.4484e+01,4.3838e+01,-1.54766837,-1.13817283,-201.84157589,2.0070e+02,2.0029e+02,1.03281328,1.55997542,-153.98616685,1.5555e+02,1.5502e+02,1.56971769,1.47080876,69.10186236,6.7631e+01,6.7532e+01,-1.57417474,-1.67136117,46.47353825,4.8145e+01,4.8048e+01,,,,,
30,5,FP32,6.250000e-04,10000,47984799,2.271406e+04,8.422116e-02,2.0070e+02,9.7695e+01,2.0029e+02,9.7357e+01,-0.06328344,-0.31524676,69.34806061,6.9663e+01,6.9411e+01,2.91390272,2.26808252,46.75194168,4.4484e+01,4.3838e+01,-1.54766837,-1.13817283,-201.84140015,2.0070e+02,2.0029e+02,1.03281328,1.55997542,-153.98611450,1.5555e+02,1.5502e+02,1.56971769,1.47080876,69.10177612,6.7631e+01,6.7532e+01,-1.57417474,-1.67136117,46.47351837,4.8145e+01,4.8048e+01,,,,,
30,5,FP16,6.250000e-04,10000,47984799,9.270542e+02,8.422116e-02,3.2081e+01,1.6987e+01,3.1671e+01,1.6649e+01,-0.06328344,-0.31524676,12.95312500,1.3268e+01,1.3016e+01,2.91390272,2.26808252,8.00000000,5.7319e+00,5.0861e+00,-1.54766837,-1.13817283,-33.21875000,3.2081e+01,3.1671e+01,1.03281328,1.55997542,-28.25000000,2.9810e+01,2.9283e+01,1.56971769,1.47080876,12.89062500,1.1420e+01,1.1321e+01,-1.57417474,-1.67136117,7.94140625,9.6128e+00,9.5156e+00,,,,,
30,5,FP16ALT,6.250000e-04,10000,47984799,5.301248e+01,8.422116e-02,6.2475e+00,2.8917e+00,5.7203e+00,2.7686e+00,-0.06328344,-0.31524676,2.76562500,3.0809e+00,2.8289e+00,2.91390272,2.26808252,0.28320312,1.9849e+00,2.6307e+00,-1.54766837,-1.13817283,-3.92187500,2.7837e+00,2.3742e+00,1.03281328,1.55997542,-4.68750000,6.2475e+00,5.7203e+00,1.56971769,1.47080876,2.75000000,1.2792e+00,1.1803e+00,-1.57417474,-1.67136117,0.30273438,1.9741e+00,1.8769e+00,,,,,
31,6,FP64,1.562500e-04,10000,64696470,5.395330e+40,1.382918e-01,3.9519e+19,2.4981e+19,3.9519e+19,2.4981e+19,-0.79330120,-0.44371784,-39519025480827404288.00000000,3.9519e+19,3.9519e+19,0.79383498,0.34466333,-26183266218769358848.00000000,2.6183e+19,2.6183e+19,0.80117826,-0.76824037,7260815661085290496.00000000,7.2608e+18,7.2608e+18,0.21464810,0.63060604,29145535716701966336.00000000,2.9146e+19,2.9146e+19,-2.45826138,-1.39875756,-39412830158026989568.00000000,3.9413e+19,3.9413e+19,2.01181497,1.92722124,-25798512247858372608.00000000,2.5799e+19,2.5799e+19,-1.07531961,-1.25046479,7543537476809567232.00000000,7.5435e+18,7.5435e+18
31,6,FP32,1.562500e-04,10000,64696470,5.395271e+40,1.382918e-01,3.9519e+19,2.4980e+19,3.9519e+19,2.4980e+19,-0.79330120,-0.44371784,-39518787663013347328.00000000,3.9519e+19,3.9519e+19,0.79383498,0.34466333,-26183127789067042816.00000000,2.6183e+19,2.6183e+19,0.80117826,-0.76824037,7260771269065310208.00000000,7.2608e+18,7.2608e+18,0.21464810,0.63060604,29145392434202542080.00000000,2.9145e+19,2.9145e+19,-2.45826138,-1.39875756,-39412592431956230144.00000000,3.9413e+19,3.9413e+19,2.01181497,1.92722124,-25798375685159387136.00000000,2.5798e+19,2.5798e+19,-1.07531961,-1.25046479,7543491442694422528.00000000,7.5435e+18,7.5435e+18
31,6,FP16,1.562500e-04,10000,64696470,nan,1.382918e-01,nan,nan,nan,nan,-0.79330120,-0.44371784,nan,nan,nan,0.79383498,0.34466333,nan,nan,nan,0.80117826,-0.76824037,nan,nan,nan,0.21464810,0.63060604,nan,nan,nan,-2.45826138,-1.39875756,nan,nan,nan,2.01181497,1.92722124,nan,nan,nan,-1.07531961,-1.25046479,nan,nan,nan
31,6,FP16ALT,1.562500e-04,10000,64696470,6.855836e+49,1.382918e-01,1.3789e+24,8.6571e+23,1.3789e+24,8.6571e+23,-0.79330120,-0.44371784,-1378931012997936402399232.00000000,1.3789e+24,1.3789e+24,0.79383498,0.34466333,-916139097676711171457024.00000000,9.1614e+23,9.1614e+23,0.80117826,-0.76824037,247924240350656373719040.00000000,2.4792e+23,2.4792e+23,0.21464810,0.63060604,977529861954016559235072.00000000,9.7753e+23,9.7753e+23,-2.45826138,-1.39875756,-1378931012997936402399232.00000000,1.3789e+24,1.3789e+24,2.01181497,1.92722124,-901971998228102235815936.00000000,9.0197e+23,9.0197e+23,-1.07531961,-1.25046479,258549564937113075449856.00000000,2.5855e+23,2.5855e+23
32,6,FP64,1.562500e-04,10000,64696470,2.222805e+40,3.793012e-01,2.5366e+19,1.6034e+19,2.5366e+19,1.6034e+19,1.17487684,0.71916153,-25365757567178620928.00000000,2.5366e+19,2.5366e+19,2.15015283,0.30871129,-16806041524086083584.00000000,1.6806e+19,1.6806e+19,-1.04424657,0.44003260,4660441080168235008.00000000,4.6604e+18,4.6604e+18,-1.67855371,0.14093380,18707409511251169280.00000000,1.8707e+19,1.8707e+19,1.26689719,0.41634406,-25297594833402949632.00000000,2.5298e+19,2.5298e+19,1.85700628,1.48738914,-16559082601633093632.00000000,1.6559e+19,1.6559e+19,-0.90800408,-0.77996363,4841909447602896896.00000000,4.8419e+18,4.8419e+18
32,6,FP32,1.562500e-04,10000,64696470,2.222825e+40,3.793012e-01,2.5366e+19,1.6034e+19,2.5366e+19,1.6034e+19,1.17487684,0.71916153,-25365880587350441984.00000000,2.5366e+19,2.5366e+19,2.15015283,0.30871129,-16806122091974754304.00000000,1.6806e+19,1.6806e+19,-1.04424657,0.44003260,4660464752282042368.00000000,4.6605e+18,4.6605e+18,-1.67855371,0.14093380,18707502052329652224.00000000,1.8708e+19,1.8708e+19,1.26689719,0.41634406,-25297717463498096640.00000000,2.5298e+19,2.5298e+19,1.85700628,1.48738914,-16559161884771614720.00000000,1.6559e+19,1.6559e+19,-0.90800408,-0.77996363,4841933648888332288.00000000,4.8419e+18,4.8419e+18
32,6,FP16,1.562500e-04,10000,64696470,nan,3.793012e-01,nan,nan,nan,nan,1.17487684,0.71916153,nan,nan,nan,2.15015283,0.30871129,nan,nan,nan,-1.04424657,0.44003260,nan,nan,nan,-1.67855371,0.14093380,nan,nan,nan,1.26689719,0.41634406,nan,nan,nan,1.85700628,1.48738914,nan,nan,nan,-0.90800408,-0.77996363,nan,nan,nan
32,6,FP16ALT,1.562500e-04,10000,64696470,3.462680e+49,3.793012e-01,9.8697e+23,6.0328e+23,9.8697e+23,6.0328e+23,1.17487684,0.71916153,-986974594919755849662464.00000000,9.8697e+23,9.8697e+23,2.15015283,0.30871129,-632797108704532458635264.00000000,6.3280e+23,6.3280e+23,-1.04424657,0.44003260,168824601762589816389632.00000000,1.6882e+23,1.6882e+23,-1.67855371,0.14093380,651686574636011039490048.00000000,6.5169e+23,6.5169e+23,1.26689719,0.41634406,-982252228436886204448768.00000000,9.8225e+23,9.8225e+23,1.85700628,1.48738914,-623352375738793168207872.00000000,6.2335e+23,6.2335e+23,-0.90800408,-0.77996363,177088743107611695513600.00000000,1.7709e+23,1.7709e+23
33,4,FP64,2.500000e-03,3600,12142573,1.633379e+00,1.052765e-01,1.5110e+00,7.2055e-01,1.6176e+00,7.8368e-01,2.64313959,2.53651545,1.02555537,1.5110e+00,1.6176e+00,-0.61456787,-0.62794694,0.52148076,1.1494e+00,1.1360e+00,0.10650810,0.31714973,0.75994382,4.4279e-01,6.5344e-01,2.02626064,2.01315674,1.54616166,4.6700e-01,4.8010e-01,1.05414070,0.99032732,1.02292118,3.2594e-02,3.1220e-02,,,,,,,,,,
